event_timestamp,AgentWaiting,CallsInQueue,AgentsOnCall,SL,Abandon,LongQueueTime,clientId
2019-12-06T14:34:00,51,0,299,82,0,4511,testClientOne
2019-12-06T14:52:00,89,0,261,66,10,3184,testClientOne
2019-12-06T16:50:00,192,0,158,86,0,17005,testClientOne
2019-12-06T19:52:00,339,0,11,97,11,11555,testClientOne
2019-12-06T21:19:00,95,0,255,74,1,8064,testClientOne
2019-12-08T10:06:00,167,0,183,63,12,7737,testClientOne
2019-12-09T12:12:00,245,0,105,71,9,16706,testClientOne
2019-12-09T14:54:00,137,0,213,91,12,11365,testClientOne
2019-12-10T07:16:00,237,0,113,53,6,5353,testClientOne
2019-12-10T08:47:00,120,0,230,60,11,7927,testClientOne
2019-12-10T09:55:00,142,0,208,78,13,7612,testClientOne
2019-12-10T21:50:00,85,0,265,90,5,17957,testClientOne
2019-12-12T18:49:00,70,0,280,71,14,13656,testClientOne
2019-12-14T22:09:00,172,0,178,72,10,17013,testClientOne
2019-12-16T23:17:00,93,0,257,58,8,238,testClientOne
2019-12-17T22:54:00,312,0,38,96,10,7967,testClientOne
2019-12-18T22:01:00,325,0,25,98,2,11389,testClientOne
2019-12-18T22:52:00,213,0,137,66,0,5041,testClientOne
2019-12-20T22:01:00,255,0,95,91,6,13621,testClientOne
2019-12-21T20:04:00,41,0,309,63,9,477,testClientOne
2019-12-21T22:08:00,157,0,193,62,14,6618,testClientOne
2019-12-22T21:16:00,313,0,37,50,1,3883,testClientOne
2019-12-23T07:39:00,146,0,204,68,10,10138,testClientOne
2019-12-24T23:18:00,143,0,207,52,14,4746,testClientOne
2019-12-27T07:25:00,134,0,216,60,2,6725,testClientOne
2019-12-28T15:16:00,200,0,150,80,15,14716,testClientOne
2019-12-28T22:37:00,275,0,75,88,12,9398,testClientOne
2019-12-29T20:47:00,200,0,150,97,2,4411,testClientOne
2019-12-29T21:38:00,310,0,40,58,3,11354,testClientOne
2019-12-30T20:14:00,78,0,272,78,7,5115,testClientOne
2019-11-30T09:41:00,61,0,289,96,15,15274,testClientOne
2019-11-30T12:23:00,279,0,71,78,0,16523,testClientOne
2019-12-01T15:19:00,170,0,180,94,7,14806,testClientOne
2019-12-01T17:58:00,27,0,323,54,3,6061,testClientOne
2019-12-01T19:32:00,42,0,308,87,3,4327,testClientOne
2019-12-02T07:14:00,253,0,97,97,15,10478,testClientOne
2019-12-02T10:06:00,4,0,346,99,8,462,testClientOne
2019-12-02T15:54:00,223,0,127,63,6,13220,testClientOne
2019-12-03T19:34:00,102,0,248,83,8,12524,testClientOne
2019-12-03T19:43:00,22,0,328,91,13,9575,testClientOne
2019-12-03T19:45:00,80,0,270,68,11,461,testClientOne
2019-12-04T06:33:00,199,0,151,97,9,954,testClientOne
2019-12-04T15:34:00,292,0,58,87,7,6018,testClientOne
2019-12-04T17:05:00,347,0,3,93,2,14655,testClientOne
2019-12-05T15:45:00,58,0,292,53,6,15462,testClientOne
2019-12-05T15:50:00,289,0,61,65,12,5245,testClientOne
2019-12-05T16:25:00,143,0,207,57,9,4323,testClientOne
2019-12-06T14:40:00,92,0,258,98,6,3306,testClientOne
2019-12-06T21:12:00,26,0,324,88,2,6119,testClientOne
2019-12-07T09:05:00,125,0,225,71,15,7772,testClientOne
2019-12-07T12:14:00,164,0,186,56,14,10234,testClientOne
2019-12-07T12:40:00,101,0,249,94,3,6186,testClientOne
2019-12-08T19:48:00,319,0,31,68,0,8292,testClientOne
2019-12-08T21:39:00,190,0,160,63,6,7078,testClientOne
2019-12-09T10:17:00,60,0,290,77,2,4910,testClientOne
2019-12-09T19:40:00,272,0,78,51,9,12163,testClientOne
2019-12-10T08:46:00,274,0,76,60,7,6264,testClientOne
2019-12-16T12:02:00,248,0,102,86,8,11355,testClientOne
2019-12-16T21:13:00,75,0,275,53,11,3965,testClientOne
2019-12-20T20:02:00,294,0,56,54,1,7514,testClientOne
2019-12-20T22:46:00,290,0,60,59,15,14026,testClientOne
2019-12-21T10:31:00,7,0,343,77,4,12947,testClientOne
2019-12-23T22:47:00,267,0,83,69,3,7996,testClientOne
2019-12-24T23:53:00,345,0,5,77,5,13754,testClientOne
2019-12-26T00:38:00,272,0,78,72,12,18863,testClientOne
2019-12-26T17:33:00,219,0,131,53,0,18758,testClientOne
2019-12-27T17:54:00,67,0,283,92,2,14543,testClientOne
2019-12-27T21:17:00,110,0,240,64,1,19327,testClientOne
2019-12-27T23:14:00,117,0,233,50,3,4063,testClientOne
2019-12-28T19:56:00,100,0,250,72,2,17721,testClientOne
2019-12-29T21:52:00,156,0,194,59,14,14619,testClientOne
2019-11-30T09:07:00,130,0,220,63,3,15477,testClientOne
2019-12-01T10:47:00,294,0,56,60,13,5934,testClientOne
2019-12-02T08:45:00,36,0,314,58,7,15875,testClientOne
2019-12-03T15:39:00,58,0,292,81,5,4915,testClientOne
2019-12-03T19:07:00,140,0,210,53,1,14673,testClientOne
2019-12-04T15:23:00,67,0,283,65,5,9267,testClientOne
2019-12-04T19:40:00,333,0,17,74,5,16370,testClientOne
2019-12-05T15:08:00,76,0,274,100,4,5847,testClientOne
2019-12-05T15:55:00,307,0,43,92,1,10329,testClientOne
2019-12-05T18:17:00,103,0,247,71,8,19466,testClientOne
2019-12-06T13:38:00,32,0,318,60,6,13919,testClientOne
2019-12-06T14:46:00,59,0,291,93,0,2254,testClientOne
2019-12-07T11:57:00,61,0,289,87,8,9533,testClientOne
2019-12-07T12:44:00,123,0,227,90,2,17160,testClientOne
2019-12-07T19:52:00,55,0,295,78,10,18949,testClientOne
2019-12-09T09:43:00,269,0,81,79,7,2865,testClientOne
2019-12-09T19:19:00,230,0,120,91,1,18307,testClientOne
2019-12-10T00:25:00,206,0,144,73,9,18124,testClientOne
2019-12-10T00:27:00,145,0,205,75,11,18982,testClientOne
2019-12-10T08:03:00,32,0,318,80,13,3767,testClientOne
2019-12-10T22:52:00,239,0,111,97,3,16427,testClientOne
2019-12-10T23:21:00,5,0,345,60,10,4708,testClientOne
2019-12-11T00:11:00,196,0,154,95,10,238,testClientOne
2019-12-11T10:35:00,235,0,115,52,4,2265,testClientOne
2019-12-11T23:49:00,349,0,1,59,1,7636,testClientOne
2019-12-15T10:30:00,314,0,36,79,1,7794,testClientOne
2019-12-15T20:23:00,163,0,187,98,0,17543,testClientOne
2019-12-15T21:22:00,255,0,95,54,3,6499,testClientOne
2019-12-18T00:37:00,188,0,162,58,13,11454,testClientOne
2019-12-18T20:55:00,82,0,268,50,13,10295,testClientOne
2019-12-20T14:55:00,255,0,95,54,1,3895,testClientOne
2019-12-20T22:50:00,174,0,176,71,1,1682,testClientOne
2019-12-22T20:42:00,349,0,1,94,3,3867,testClientOne
2019-12-23T17:51:00,319,0,31,68,4,9131,testClientOne
2019-12-23T22:27:00,271,0,79,54,6,2352,testClientOne
2019-12-27T21:14:00,119,0,231,50,15,17097,testClientOne
2019-12-28T22:31:00,341,0,9,92,5,13,testClientOne
2019-12-29T19:44:00,25,0,325,78,3,6784,testClientOne
2019-12-29T20:39:00,266,0,84,67,12,8388,testClientOne
2019-12-30T07:42:00,77,0,273,54,12,5316,testClientOne
2019-12-30T21:45:00,41,0,309,89,11,9422,testClientOne
2019-12-30T23:41:00,124,0,226,84,15,11949,testClientOne
2019-11-30T08:40:00,78,0,272,77,10,10237,testClientOne
2019-12-01T09:17:00,141,0,209,90,11,7184,testClientOne
2019-12-01T12:30:00,103,0,247,78,6,11823,testClientOne
2019-12-01T17:49:00,226,0,124,97,10,18000,testClientOne
2019-12-02T17:21:00,200,0,150,79,11,11016,testClientOne
2019-12-03T19:44:00,6,0,344,100,11,19518,testClientOne
2019-12-04T06:50:00,184,0,166,70,9,13466,testClientOne
2019-12-04T14:50:00,19,0,331,68,8,14847,testClientOne
2019-12-04T17:11:00,285,0,65,72,12,13073,testClientOne
2019-12-05T14:43:00,160,0,190,92,14,5365,testClientOne
2019-12-05T15:19:00,14,0,336,60,9,15519,testClientOne
2019-12-05T16:15:00,57,0,293,87,2,6277,testClientOne
2019-12-05T17:03:00,69,0,281,68,6,18345,testClientOne
2019-12-05T17:43:00,155,0,195,93,4,19449,testClientOne
2019-12-06T18:46:00,40,0,310,58,12,5408,testClientOne
2019-12-06T22:09:00,199,0,151,78,9,5682,testClientOne
2019-12-06T22:31:00,310,0,40,69,10,15861,testClientOne
2019-12-07T08:50:00,248,0,102,70,6,5355,testClientOne
2019-12-07T18:15:00,244,0,106,67,3,17787,testClientOne
2019-12-08T18:09:00,166,0,184,83,3,9137,testClientOne
2019-12-09T10:44:00,133,0,217,89,10,17638,testClientOne
2019-12-09T17:54:00,332,0,18,73,2,15652,testClientOne
2019-12-09T19:00:00,94,0,256,84,12,1183,testClientOne
2019-12-09T20:38:00,324,0,26,71,7,6717,testClientOne
2019-12-10T09:52:00,267,0,83,98,3,14870,testClientOne
2019-12-10T10:59:00,58,0,292,87,1,15351,testClientOne
2019-12-10T23:42:00,247,0,103,95,2,12799,testClientOne
2019-12-12T23:03:00,203,0,147,54,15,17302,testClientOne
2019-12-12T23:06:00,8,0,342,68,1,833,testClientOne
2019-12-14T21:41:00,339,0,11,67,6,7488,testClientOne
2019-12-17T23:14:00,257,0,93,85,5,2787,testClientOne
2019-12-19T21:56:00,88,0,262,53,1,3659,testClientOne
2019-12-20T23:00:00,265,0,85,84,9,7222,testClientOne
2019-12-21T08:12:00,305,0,45,87,1,10074,testClientOne
2019-12-25T00:50:00,191,0,159,50,1,11534,testClientOne
2019-12-26T11:08:00,83,0,267,51,4,10554,testClientOne
2019-12-28T08:18:00,240,0,110,50,4,1323,testClientOne
2019-12-28T19:17:00,54,0,296,93,1,12543,testClientOne
2019-12-30T20:20:00,278,0,72,88,4,9627,testClientOne
2019-12-30T23:20:00,95,0,255,53,9,1415,testClientOne
2019-11-30T10:29:00,344,0,6,61,6,1838,testClientOne
2019-12-01T15:54:00,229,0,121,96,8,4039,testClientOne
2019-12-01T19:29:00,142,0,208,65,5,11492,testClientOne
2019-12-02T19:16:00,177,0,173,51,11,6753,testClientOne
2019-12-02T19:18:00,131,0,219,96,7,12813,testClientOne
2019-12-03T12:51:00,320,0,30,62,0,12914,testClientOne
2019-12-03T16:01:00,77,0,273,93,7,15656,testClientOne
2019-12-03T18:12:00,213,0,137,50,9,11974,testClientOne
2019-12-03T22:25:00,331,0,19,62,5,13477,testClientOne
2019-12-03T23:29:00,148,0,202,97,13,13698,testClientOne
2019-12-04T14:09:00,227,0,123,83,14,12219,testClientOne
2019-12-05T15:20:00,106,0,244,73,8,19662,testClientOne
2019-12-05T16:11:00,124,0,226,96,1,7592,testClientOne
2019-12-05T17:29:00,219,0,131,68,8,6283,testClientOne
2019-12-06T15:07:00,5,0,345,62,11,19181,testClientOne
2019-12-06T18:42:00,212,0,138,50,9,11736,testClientOne
2019-12-06T20:01:00,18,0,332,83,9,3223,testClientOne
2019-12-06T20:30:00,320,0,30,78,4,5783,testClientOne
2019-12-06T22:08:00,51,0,299,70,14,15724,testClientOne
2019-12-07T07:58:00,339,0,11,81,5,6010,testClientOne
2019-12-08T09:43:00,236,0,114,75,9,12643,testClientOne
2019-12-08T12:23:00,226,0,124,61,0,1357,testClientOne
2019-12-08T18:15:00,31,0,319,76,15,17088,testClientOne
2019-12-09T10:46:00,51,0,299,63,6,17920,testClientOne
2019-12-09T15:32:00,8,0,342,90,4,16090,testClientOne
2019-12-10T16:23:00,337,0,13,96,9,3544,testClientOne
2019-12-10T20:38:00,254,0,96,79,10,80,testClientOne
2019-12-11T20:03:00,294,0,56,65,15,7960,testClientOne
2019-12-11T22:47:00,250,0,100,91,10,7788,testClientOne
2019-12-12T12:41:00,187,0,163,64,2,3148,testClientOne
2019-12-13T00:07:00,151,0,199,50,4,3680,testClientOne
2019-12-14T17:32:00,123,0,227,78,3,15137,testClientOne
2019-12-14T21:04:00,109,0,241,85,13,9889,testClientOne
2019-12-14T23:52:00,114,0,236,83,13,13184,testClientOne
2019-12-15T20:06:00,257,0,93,57,6,7902,testClientOne
2019-12-16T22:17:00,131,0,219,75,5,3420,testClientOne
2019-12-17T00:22:00,73,0,277,70,3,17402,testClientOne
2019-12-17T07:13:00,69,0,281,59,13,9655,testClientOne
2019-12-17T11:30:00,8,0,342,66,7,8851,testClientOne
2019-12-18T22:24:00,269,0,81,100,7,18334,testClientOne
2019-12-19T22:27:00,184,0,166,83,1,15837,testClientOne
2019-12-21T20:16:00,30,0,320,69,15,5289,testClientOne
2019-12-21T20:59:00,312,0,38,78,1,3190,testClientOne
2019-12-21T21:20:00,296,0,54,99,8,17616,testClientOne
2019-12-22T07:28:00,75,0,275,53,6,1661,testClientOne
2019-12-27T21:46:00,89,0,261,66,13,319,testClientOne
2019-12-28T19:30:00,97,0,253,88,11,15942,testClientOne
2019-12-28T22:33:00,163,0,187,63,15,19304,testClientOne
2019-12-30T22:39:00,26,0,324,96,9,11468,testClientOne
2019-12-30T23:06:00,236,0,114,84,2,2857,testClientOne
2019-12-30T23:18:00,333,0,17,62,0,92,testClientOne
2019-11-30T12:05:00,322,0,28,64,15,8433,testClientOne
2019-11-30T12:22:00,149,0,201,80,6,695,testClientOne
2019-11-30T13:34:00,290,0,60,85,5,9218,testClientOne
2019-11-30T19:19:00,19,0,331,65,13,12379,testClientOne
2019-11-30T19:52:00,242,0,108,64,4,8383,testClientOne
2019-12-01T08:54:00,317,0,33,53,6,9458,testClientOne
2019-12-01T15:32:00,33,0,317,92,10,7944,testClientOne
2019-12-01T18:44:00,162,0,188,99,0,12682,testClientOne
2019-12-03T06:45:00,29,0,321,66,6,893,testClientOne
2019-12-03T08:51:00,4,0,346,68,13,94,testClientOne
2019-12-03T17:32:00,155,0,195,73,14,19502,testClientOne
2019-12-03T19:38:00,168,0,182,97,2,3603,testClientOne
2019-12-04T14:36:00,191,0,159,88,3,3814,testClientOne
2019-12-05T11:03:00,258,0,92,85,5,19916,testClientOne
2019-12-06T06:24:00,63,0,287,59,9,4300,testClientOne
2019-12-06T06:42:00,2,0,348,69,13,825,testClientOne
2019-12-06T20:15:00,324,0,26,67,4,9229,testClientOne
2019-12-07T07:36:00,206,0,144,62,14,462,testClientOne
2019-12-07T08:41:00,85,0,265,58,13,4330,testClientOne
2019-12-07T08:56:00,188,0,162,73,3,8024,testClientOne
2019-12-07T11:53:00,169,0,181,65,9,3649,testClientOne
2019-12-07T12:51:00,132,0,218,92,0,16000,testClientOne
2019-12-08T11:57:00,203,0,147,81,2,509,testClientOne
2019-12-08T12:39:00,60,0,290,73,4,3214,testClientOne
2019-12-08T18:11:00,173,0,177,60,12,15786,testClientOne
2019-12-09T09:32:00,136,0,214,74,10,12366,testClientOne
2019-12-09T15:31:00,298,0,52,83,15,10117,testClientOne
2019-12-10T09:35:00,79,0,271,96,7,18976,testClientOne
2019-12-10T10:17:00,153,0,197,79,0,7374,testClientOne
2019-12-10T23:38:00,127,0,223,61,13,18260,testClientOne
2019-12-10T23:45:00,24,0,326,63,10,19454,testClientOne
2019-12-11T21:10:00,322,0,28,69,11,6159,testClientOne
2019-12-12T00:15:00,134,0,216,88,9,1824,testClientOne
2019-12-13T10:00:00,62,0,288,68,10,15438,testClientOne
2019-12-13T19:24:00,198,0,152,64,7,9774,testClientOne
2019-12-14T20:15:00,273,0,77,92,15,19554,testClientOne
2019-12-15T20:33:00,318,0,32,62,10,10892,testClientOne
2019-12-17T00:31:00,242,0,108,84,15,16107,testClientOne
2019-12-17T07:41:00,278,0,72,72,2,8552,testClientOne
2019-12-17T23:42:00,58,0,292,81,3,15544,testClientOne
2019-12-18T00:26:00,168,0,182,58,10,6374,testClientOne
2019-12-21T12:37:00,327,0,23,81,6,905,testClientOne
2019-12-21T23:02:00,5,0,345,51,0,631,testClientOne
2019-12-22T09:08:00,236,0,114,90,5,10489,testClientOne
2019-12-22T18:50:00,4,0,346,96,3,387,testClientOne
2019-12-26T22:48:00,276,0,74,57,7,19436,testClientOne
2019-12-28T22:48:00,53,0,297,92,14,2439,testClientOne
2019-12-29T17:12:00,32,0,318,93,3,17557,testClientOne
2019-12-29T21:05:00,189,0,161,79,13,19083,testClientOne
2019-12-29T21:25:00,187,0,163,96,14,11166,testClientOne
2019-12-30T07:40:00,21,0,329,86,2,7954,testClientOne
2019-12-30T18:58:00,259,0,91,78,6,1119,testClientOne
2019-12-30T21:46:00,159,0,191,96,14,5174,testClientOne
2019-12-30T22:49:00,179,0,171,83,14,8117,testClientOne
2019-12-30T22:53:00,218,0,132,60,14,10215,testClientOne
2019-12-01T18:07:00,189,0,161,61,4,14571,testClientOne
2019-12-02T15:53:00,153,0,197,67,9,14397,testClientOne
2019-12-02T16:31:00,122,0,228,86,11,10395,testClientOne
2019-12-03T15:47:00,275,0,75,65,9,14419,testClientOne
2019-12-03T16:27:00,44,0,306,79,12,12578,testClientOne
2019-12-03T18:51:00,45,0,305,54,2,18120,testClientOne
2019-12-03T19:28:00,174,0,176,98,6,4388,testClientOne
2019-12-04T14:25:00,288,0,62,70,14,8860,testClientOne
2019-12-04T15:46:00,294,0,56,61,15,7257,testClientOne
2019-12-05T15:43:00,338,0,12,54,2,18881,testClientOne
2019-12-05T16:47:00,8,0,342,80,15,12450,testClientOne
2019-12-05T16:59:00,281,0,69,97,3,4606,testClientOne
2019-12-07T12:23:00,318,0,32,99,6,15005,testClientOne
2019-12-08T10:17:00,69,0,281,62,14,18711,testClientOne
2019-12-08T17:48:00,316,0,34,93,15,15747,testClientOne
2019-12-09T09:47:00,97,0,253,75,4,1187,testClientOne
2019-12-09T10:18:00,166,0,184,80,7,7586,testClientOne
2019-12-12T23:25:00,0,44,350,55,6,1407,testClientOne
2019-12-14T00:26:00,27,0,323,92,9,14754,testClientOne
2019-12-14T20:22:00,141,0,209,90,14,19378,testClientOne
2019-12-14T23:44:00,48,0,302,69,11,13300,testClientOne
2019-12-15T21:23:00,82,0,268,98,9,1632,testClientOne
2019-12-17T06:20:00,89,0,261,76,1,7974,testClientOne
2019-12-17T22:58:00,257,0,93,90,12,4855,testClientOne
2019-12-19T00:50:00,27,0,323,65,8,3835,testClientOne
2019-12-19T00:52:00,40,0,310,94,9,13056,testClientOne
2019-12-21T18:07:00,47,0,303,90,14,19017,testClientOne
2019-12-21T20:27:00,120,0,230,95,9,18256,testClientOne
2019-12-21T21:47:00,167,0,183,76,7,3189,testClientOne
2019-12-21T21:56:00,125,0,225,75,15,10999,testClientOne
2019-12-21T22:04:00,56,0,294,61,0,5653,testClientOne
2019-12-21T23:19:00,187,0,163,92,4,16173,testClientOne
2019-12-23T10:10:00,175,0,175,68,7,10155,testClientOne
2019-12-24T23:17:00,231,0,119,51,12,10240,testClientOne
2019-12-25T00:12:00,119,0,231,71,7,14748,testClientOne
2019-12-25T00:40:00,271,0,79,57,7,12527,testClientOne
2019-12-27T00:12:00,210,0,140,51,5,9705,testClientOne
2019-12-28T11:43:00,227,0,123,83,0,17124,testClientOne
2019-12-28T16:06:00,64,0,286,53,6,11634,testClientOne
2019-12-28T20:02:00,105,0,245,90,13,17531,testClientOne
2019-12-29T19:47:00,163,0,187,96,8,18238,testClientOne
2019-12-30T22:16:00,156,0,194,71,1,8214,testClientOne
2019-12-30T22:57:00,0,89,350,51,7,11994,testClientOne
2019-11-30T10:28:00,14,0,336,60,12,15572,testClientOne
2019-12-01T06:04:00,100,0,250,68,14,10334,testClientOne
2019-12-01T13:50:00,135,0,215,57,14,4121,testClientOne
2019-12-01T17:18:00,274,0,76,88,12,5322,testClientOne
2019-12-01T18:03:00,121,0,229,65,6,13469,testClientOne
2019-12-02T08:50:00,230,0,120,83,4,12632,testClientOne
2019-12-02T19:37:00,262,0,88,61,5,120,testClientOne
2019-12-03T13:29:00,141,0,209,60,15,13446,testClientOne
2019-12-03T23:50:00,219,0,131,53,11,6431,testClientOne
2019-12-04T06:42:00,283,0,67,95,11,4146,testClientOne
2019-12-04T15:35:00,344,0,6,74,14,2161,testClientOne
2019-12-04T16:00:00,269,0,81,74,4,10955,testClientOne
2019-12-04T16:18:00,347,0,3,91,5,4273,testClientOne
2019-12-04T16:19:00,210,0,140,86,1,12779,testClientOne
2019-12-04T16:22:00,47,0,303,65,13,8402,testClientOne
2019-12-04T17:24:00,341,0,9,77,4,14643,testClientOne
2019-12-05T15:51:00,236,0,114,61,5,17519,testClientOne
2019-12-06T17:31:00,80,0,270,54,6,13858,testClientOne
2019-12-06T18:47:00,132,0,218,54,2,17419,testClientOne
2019-12-06T19:56:00,301,0,49,57,13,9359,testClientOne
2019-12-08T11:54:00,130,0,220,59,15,19708,testClientOne
2019-12-08T12:18:00,343,0,7,56,9,3751,testClientOne
2019-12-08T12:33:00,279,0,71,75,4,18530,testClientOne
2019-12-08T20:33:00,190,0,160,51,1,70,testClientOne
2019-12-09T09:49:00,171,0,179,76,15,16913,testClientOne
2019-12-09T10:22:00,79,0,271,92,13,9014,testClientOne
2019-12-09T18:59:00,229,0,121,82,12,4429,testClientOne
2019-12-10T07:19:00,299,0,51,56,12,5146,testClientOne
2019-12-10T08:48:00,92,0,258,77,7,10137,testClientOne
2019-12-12T23:31:00,281,0,69,68,15,9056,testClientOne
2019-12-14T21:52:00,30,0,320,59,9,3796,testClientOne
2019-12-15T18:07:00,345,0,5,79,10,7268,testClientOne
2019-12-16T17:34:00,145,0,205,75,3,10095,testClientOne
2019-12-16T22:54:00,222,0,128,70,8,12114,testClientOne
2019-12-16T23:05:00,38,0,312,56,15,18869,testClientOne
2019-12-19T21:21:00,244,0,106,52,7,4165,testClientOne
2019-12-24T13:47:00,181,0,169,54,13,2499,testClientOne
2019-12-26T23:25:00,91,0,259,75,0,6309,testClientOne
2019-12-27T07:38:00,31,0,319,86,12,3870,testClientOne
2019-12-27T17:50:00,107,0,243,76,1,17972,testClientOne
2019-12-28T20:50:00,243,0,107,82,11,16930,testClientOne
2019-12-28T23:43:00,231,0,119,83,14,11719,testClientOne
2019-12-29T20:25:00,181,0,169,64,13,7023,testClientOne
2019-11-30T08:04:00,207,0,143,66,6,9040,testClientOne
2019-11-30T11:58:00,27,0,323,66,6,4099,testClientOne
2019-11-30T19:07:00,305,0,45,90,15,11060,testClientOne
2019-11-30T19:56:00,224,0,126,54,7,14034,testClientOne
2019-11-30T21:10:00,349,0,1,51,14,7090,testClientOne
2019-12-01T10:52:00,83,0,267,55,11,4109,testClientOne
2019-12-01T18:15:00,314,0,36,75,3,4299,testClientOne
2019-12-01T19:10:00,118,0,232,73,3,10918,testClientOne
2019-12-02T17:23:00,229,0,121,83,9,18302,testClientOne
2019-12-03T11:17:00,263,0,87,69,0,11871,testClientOne
2019-12-03T13:18:00,180,0,170,78,0,18311,testClientOne
2019-12-03T15:36:00,344,0,6,76,14,15125,testClientOne
2019-12-03T17:22:00,311,0,39,76,5,12604,testClientOne
2019-12-03T18:16:00,84,0,266,53,11,4770,testClientOne
2019-12-04T13:43:00,260,0,90,59,9,16208,testClientOne
2019-12-05T08:11:00,80,0,270,79,2,5275,testClientOne
2019-12-05T12:47:00,322,0,28,64,9,19245,testClientOne
2019-12-05T17:01:00,158,0,192,65,0,3177,testClientOne
2019-12-05T17:54:00,268,0,82,91,4,3044,testClientOne
2019-12-06T08:10:00,325,0,25,61,7,9407,testClientOne
2019-12-06T14:38:00,248,0,102,87,0,17281,testClientOne
2019-12-06T15:11:00,184,0,166,96,12,15600,testClientOne
2019-12-06T20:00:00,157,0,193,92,9,13225,testClientOne
2019-12-06T21:17:00,276,0,74,77,8,1786,testClientOne
2019-12-07T19:49:00,70,0,280,95,6,12871,testClientOne
2019-12-08T11:50:00,61,0,289,84,3,11579,testClientOne
2019-12-08T11:55:00,292,0,58,86,4,12447,testClientOne
2019-12-08T18:13:00,247,0,103,99,2,17143,testClientOne
2019-12-09T15:44:00,232,0,118,56,11,9410,testClientOne
2019-12-09T19:28:00,97,0,253,99,0,19499,testClientOne
2019-12-09T20:41:00,180,0,170,90,6,19181,testClientOne
2019-12-09T20:43:00,139,0,211,66,7,16309,testClientOne
2019-12-10T09:36:00,76,0,274,86,13,18771,testClientOne
2019-12-10T10:25:00,257,0,93,69,11,1339,testClientOne
2019-12-10T21:06:00,116,0,234,62,13,6569,testClientOne
2019-12-10T22:53:00,73,0,277,88,2,3704,testClientOne
2019-12-12T07:49:00,226,0,124,91,3,15684,testClientOne
2019-12-12T10:12:00,309,0,41,99,1,15028,testClientOne
2019-12-13T23:56:00,224,0,126,96,14,10156,testClientOne
2019-12-14T00:00:00,138,0,212,60,11,327,testClientOne
2019-12-14T17:31:00,129,0,221,70,6,3842,testClientOne
2019-12-14T20:10:00,326,0,24,63,0,17311,testClientOne
2019-12-14T23:10:00,288,0,62,75,2,5791,testClientOne
2019-12-15T21:12:00,162,0,188,92,0,8003,testClientOne
2019-12-17T23:36:00,29,0,321,58,6,10222,testClientOne
2019-12-18T00:07:00,233,0,117,53,5,10452,testClientOne
2019-12-18T23:42:00,195,0,155,62,14,7624,testClientOne
2019-12-21T00:00:00,211,0,139,94,15,12010,testClientOne
2019-12-22T20:16:00,64,0,286,70,12,10350,testClientOne
2019-12-23T23:48:00,181,0,169,98,9,4902,testClientOne
2019-12-24T23:49:00,82,0,268,59,14,16846,testClientOne
2019-12-25T00:31:00,137,0,213,85,3,15507,testClientOne
2019-12-26T00:20:00,5,0,345,95,14,595,testClientOne
2019-12-26T23:06:00,11,0,339,60,2,9503,testClientOne
2019-12-27T22:08:00,204,0,146,52,11,10281,testClientOne
2019-12-27T22:23:00,341,0,9,87,13,885,testClientOne
2019-12-29T20:45:00,322,0,28,73,0,6976,testClientOne
2019-12-30T06:00:00,64,0,286,91,1,5160,testClientOne
2019-12-30T22:22:00,96,0,254,64,7,13195,testClientOne
2019-12-30T22:30:00,150,0,200,58,0,17048,testClientOne
2019-12-30T23:31:00,232,0,118,72,1,1112,testClientOne
2019-12-30T23:44:00,79,0,271,83,13,5384,testClientOne
2019-12-30T23:50:00,146,0,204,55,10,5955,testClientOne
2019-11-30T12:00:00,58,0,292,94,15,19726,testClientOne
2019-11-30T19:48:00,181,0,169,51,14,10278,testClientOne
2019-11-30T20:38:00,343,0,7,58,11,10884,testClientOne
2019-12-01T12:19:00,123,0,227,57,2,7591,testClientOne
2019-12-01T15:13:00,136,0,214,91,1,1213,testClientOne
2019-12-01T18:20:00,278,0,72,51,8,16822,testClientOne
2019-12-02T09:08:00,292,0,58,58,0,7715,testClientOne
2019-12-02T19:10:00,294,0,56,93,7,6998,testClientOne
2019-12-03T06:54:00,34,0,316,80,10,13619,testClientOne
2019-12-03T12:35:00,259,0,91,73,7,669,testClientOne
2019-12-03T13:09:00,66,0,284,91,4,3347,testClientOne
2019-12-03T17:15:00,82,0,268,91,3,16856,testClientOne
2019-12-03T19:15:00,253,0,97,97,7,14682,testClientOne
2019-12-05T15:46:00,17,0,333,94,6,9683,testClientOne
2019-12-06T08:16:00,103,0,247,75,13,11826,testClientOne
2019-12-06T17:43:00,187,0,163,64,4,16368,testClientOne
2019-12-06T17:47:00,55,0,295,69,11,2582,testClientOne
2019-12-06T19:07:00,259,0,91,100,6,15980,testClientOne
2019-12-06T21:18:00,232,0,118,55,5,13689,testClientOne
2019-12-07T08:37:00,286,0,64,66,6,4121,testClientOne
2019-12-07T19:51:00,215,0,135,82,15,15240,testClientOne
2019-12-07T20:48:00,30,0,320,64,15,12473,testClientOne
2019-12-08T21:02:00,250,0,100,61,5,14499,testClientOne
2019-12-09T14:56:00,40,0,310,63,4,13923,testClientOne
2019-12-09T15:53:00,25,0,325,72,8,11058,testClientOne
2019-12-10T21:13:00,18,0,332,95,12,2441,testClientOne
2019-12-11T00:16:00,134,0,216,72,10,5135,testClientOne
2019-12-11T19:03:00,147,0,203,90,6,12697,testClientOne
